factor_artist_name,max_artist_hotttnesss
Blood For Blood,0.464969909827
Heatwave,0.464981938435
Aaron Shust,0.465038742603
Diary of Dreams,0.465113943766
Jimmy Edgar,0.465275336166
The Xcerts,0.465318488931
Yonderboi,0.465326853351
D'angelo Featuring Method Man And Redman,0.465348982175
Jean Michel Jarre,0.46536587834
Breakage ft. Zarif,0.465394736451
Kingdom of Sorrow,0.465437814195
Bassi Maestro,0.465443035403
Oli Brown,0.465449209056
Charlie Daniels,0.465454221878
Taking Dawn,0.46548900989500003
The Ocean,0.46549967912
Mahavishnu Orchestra,0.465500674519
Haustor,0.465520852717
Telepopmusik,0.465649009434
Current 93,0.465707819362
"Current 93 & Bonnie ""Prince"" Billy",0.465707819362
Ben Weaver,0.46573540298
Siouxsie And The Banshees,0.465760120311
Lil Rob,0.465804918425
Los Suaves,0.465926320003
Adam Ant,0.465983423005
Sparta,0.466020713349
Panda Bear,0.466029846418
Matchbook Romance,0.466112900079
Ike & Tina Turner,0.466120647971
Ike And Tina Turner,0.466120647971
Jan A.P. Kaczmarek / Nick Ingman,0.466138579059
Arve Henriksen_ Jan Bang,0.466206701998
Graham Coxon,0.466227692255
Alela Diane,0.466425855905
Wakey! Wakey!,0.466438778989
Eiffel 65,0.466509803115
Amy Diamond,0.466512939254
Commix,0.466524671703
Abe Vigoda,0.46656755204
R.L. Burnside,0.466628888902
Freemasons Feat. Bailey Tzuke,0.466730995274
Freemasons,0.466730995274
Soul Asylum,0.466775621926
Slagsmalsklubben,0.466801123938
Soda Stereo,0.466826992527
The Antlers,0.466946703147
Múm,0.466991272287
Carbon Leaf,0.466995278935
Morbid Angel,0.467062401315
Los Piratas,0.467108625712
Field Music,0.467144294858
Pagan's Mind,0.467193140793
Muchy,0.467232859142
Carmen Consoli,0.467488479577
Ol' Dirty Bastard,0.467552020732
Mr. Scruff,0.46767041969449996
Ultravox,0.467687028938
Alejandro Escovedo,0.467755539065
The Stranglers,0.4678570710255
Broadcast,0.467885511383
Bjørn Eidsvåg,0.467889971771
Junior Senior,0.46789089461
Guy,0.46789780418
Pereza,0.467927289857
Emerson Drive,0.467940621485
Aborted,0.467995294132
The Cult,0.46801196368
John Waller,0.468251021304
Tom Zé,0.468405838512
The Koffin Kats,0.46843034465
Cut Chemist,0.468483222489
The O'Jays,0.468499404259
Patsy Cline,0.468511466476
PATSY CLINE & WILLIE NELSON,0.468511466476
Alias & Tarsier,0.468632141374
Melendi,0.468682887589
We Have Band,0.468715716326
Blakfish,0.468753581059
The Oak Ridge Boys,0.468764533812
I'm From Barcelona,0.468774101573
America,0.468797401926
Steve Wynn,0.468809438183
Duke Ellington_ His Famous Orchestra,0.468842690328
Stream Of Passion,0.469043226914
Stream of Passion feat. Ayreon,0.469043226914
Bouncing Souls,0.469057797892
Leigh Nash,0.469136122306
Afroman,0.469158127875
Mr. Scruff feat. Feebi,0.469284823544
Hayes Carll,0.469311511547
Baaba Maal,0.469319155143
Klaus Badelt,0.469340374259
Fiction Plane,0.46936083917
Bobby Darin,0.469425907976
Nina Sky,0.469461505895
Against All Authority,0.469529361062
Stephen Sondheim,0.469539615411
Butterfly Boucher,0.469605959143
The Yardbirds,0.469646169761
Jean-Jacques Goldman,0.4698008123955
Howlin' Wolf,0.469870759703
Laura Branigan,0.469920883655
Louis XIV,0.469965719895
World Party,0.470150617598
Sinéad O'Connor,0.470172698381
Donald Lawrence,0.470181261518
Dj Cam,0.470237074822
Brandy,0.47027007233350004
The Long Blondes,0.47030201776
Klute,0.470303739891
Tristeza,0.470363422867
Azaghal,0.470457422369
Asobi Seksu,0.470542391893
Cephalic Carnage,0.470557765697
Fred Astaire,0.470734770786
Burt Bacharach,0.470790249527
Kavinsky,0.470813607592
Los Tres,0.470813889966
John Scofield,0.470886011422
Bag Raiders,0.470928280972
Taylor Hawkins & The Coattail Riders,0.471099853244
Edenbridge,0.471109593015
Baroness,0.471126714521
Chris Caffery,0.471146456196
Teitur,0.47131127337766665
Chezidek,0.471337107338
Tankard,0.471372322579
John Lee Hooker,0.471373274121
Warren Zevon,0.471398997844
Rich Kids,0.471400001442
Keep Of Kalessin,0.471441876275
Spiritualized,0.471458408422
The Presidents of the United States of America,0.471550897954
Presidents Of The United States Of America,0.471550897954
The Ghost of A Thousand,0.471555742031
Evergrey,0.471595340996
Flanger,0.47170544825
Fields Of The Nephilim,0.47177370567
Muddy Waters,0.471883294899
McLean,0.471885887621
David Essex,0.472001695773
Stafraenn Hakon,0.472069857698
Pepper,0.472071596101
And You Will Know Us By The Trail Of Dead,0.472091181086
Gregg Allman,0.472201681281
Babylonia,0.472205752336
Cat Stevens,0.472205894545
Mortiis,0.472238573253
Pulp,0.47226429912
Keb' Mo',0.472281210651
Brutha,0.472363977714
Emerson_ Lake & Palmer,0.47243863846533335
Tinariwen,0.472451771871
Puff Daddy feat. The Notorious B.I.G. & Lil' Kim,0.472478271008
Atlanta Rhythm Section,0.472485408528
Raimundos,0.472557813389
Scientist,0.472585695578
Kreator,0.472691458988
The Dodos,0.472695375265
16 Horsepower,0.472708135833
Sixteen Horsepower,0.472708135833
Os Mutantes,0.472799984427
Robert Wyatt,0.472804872332
Crashdiet,0.472816495179
Rock Kills Kid,0.472985893288
Master Blaster,0.473058379406
The Hooters,0.473071323658
Operation Ivy,0.473101334926
Derek & The Dominos,0.473146381527
Takana Zion,0.473364661944
Public Enemy,0.473501291523
Blaze Bayley,0.473545569406
Dru Hill,0.473580998559
William Basinski,0.473583107923
Blues Traveler,0.47363161033
Bardo Pond,0.47370587944299997
Swing Out Sister,0.47377751204
Voivod,0.473848500098
Cheb Mami,0.47389473086350004
Jamelia,0.473941775397
Styx,0.473950439527
HELLYEAH,0.474081186948
Erik Hassle,0.474247725455
Johnny Mathis,0.474335028302
Johnny Mathis;Henry Mancini_ His Orchestra & Chorus,0.474335028302
People Under The Stairs,0.474349612777
Wir Sind Helden,0.47435474962
Four Tet,0.474428172899
Frank Black,0.474472055342
Mother's Finest,0.474563062195
Us3,0.474644868283
Lucio Dalla,0.474673037477
Peer Günt,0.47467898812
The Zombies,0.47494186351
Crosby_ Stills & Nash,0.474953563628
H16,0.475047772897
Emmylou Harris,0.475071606384
GWAR,0.475085634411
Freestylers,0.475145603341
Los Secretos,0.475160064899
Donovan,0.47518162803
Oh No Ono,0.47528708736
The Beatnuts,0.475465130291
Tehosekoitin,0.47547590622
Frankie Goes To Hollywood,0.475514696216
Groove Coverage,0.475556822485
Immortal Technique,0.475612577311
Nachtmahr,0.475629045986
Stereo MC's,0.475675127266
10cc,0.475694351974
Lemongrass,0.475740459074
Tara MacLean,0.475794232057
Negura Bunget,0.475834302149
The Mighty Mighty Bosstones,0.475941289598
Les Wriggles,0.475942931701
Jon Secada,0.47604395532
Hanson,0.476119233071
Yellowman,0.4761500868835
Mr Mister,0.476169109774
Monrose,0.476169321197
Happoradio,0.476235068729
Stephanie Mills,0.476237662238
Beneath The Sky,0.476300189711
Waldeck,0.476408190663
I:Scintilla,0.476436980954
Everything But The Girl,0.476441299197
Pascow,0.476466738079
Sneaker Pimps,0.476514449388
ANJA GARBAREK,0.476641966268
Dagoba,0.476680307078
Mano Negra,0.476718760659
Chimaira,0.476760867098
Wiley ft. Jookie Mundo,0.476803969054
Roll Deep,0.476803969054
Threat Signal,0.476887351234
Jeff Mangum,0.476910898293
North Mississippi Allstars,0.476955046291
Kurt Elling,0.477005136882
Mercan Dede,0.47704403590300004
Peggy Lee,0.477260389684
The Skatalites,0.477276447818
Aesop Rock,0.477310881067
Stretch Arm Strong,0.477434885347
Diva Destruction,0.477546837097
Daphne Loves Derby,0.477560217912
Handsome Furs,0.477632089473
Jay Vaquer,0.477801027138
Alexz Johnson,0.477845650226
Booker T & The MG's,0.477871394385
Booker T. & The M.G.'s,0.477871394385
Wyclef Jean featuring Refugee Allstars,0.477889303916
The Herbaliser feat. MF Doom,0.477943361825
Lord Est,0.478143658005
Outlandish,0.478189654446
Outlandish;Isam Bachiri;Lenny Martinez;Waqas Qadri,0.478189654446
Marianne Faithfull,0.478411185295
The Stone Roses,0.478417122528
David Benoit,0.478532200457
Tracy Lawrence,0.478731542146
Aphrodite's Child,0.478761015775
Venetian Snares,0.478790366227
Dave Brubeck,0.47884393623800003
Pete Murray,0.478856927961
Frankie Valli,0.478896105524
Dizzy Gillespie,0.478989695853
Colour Revolt,0.479117762596
Zounds,0.479133505917
Juliette Gréco,0.479171211774
Little Feat,0.479187492236
Nick Cave & The Bad Seeds,0.479407675575
Nick Cave,0.479407675575
The Orb,0.479486915407
The Disco Biscuits,0.479629018596
Crosby_ Stills_ Nash and Young,0.479680316304
Kool & The Gang,0.479685359361
Marc Broussard,0.479765389128
Tristan Prettyman,0.479914441192
The Dickies,0.479948951895
Knights Of The Abyss,0.47995700795
Seeed's Pharaoh Riddim Feat. General Degree,0.480061156343
Julie London,0.48013705382
Heidi Montag,0.480213195489
Ali Love,0.480449119196
Krezip,0.480510327024
Afro Celt Sound System,0.480561949928
The Kovenant,0.480656035779
Modern Life Is War,0.480729481961
The Byrds,0.48087969989
Glen Campbell,0.481024239212
Lightspeed Champion,0.48105510587
Shirley Bassey,0.481072737271
Mr. Bungle,0.48126181538633334
Anne Murray,0.481303147632
Beenie Man,0.481339308574
Herb Alpert And The Tijuana Brass,0.481369053276
Ben E. King,0.4814792400825
Anita Baker,0.481589831971
John Cale,0.481655862412
Matt Pond PA,0.481755793931
Integrity,0.481760324552
Keith Sweat,0.481818352667
E.s.t.,0.481819824873
Uriah Heep,0.4818470682423333
Kapanga,0.481867372788
Phyllis Hyman,0.481931323563
Dionne Warwick,0.482022826696
Lovex,0.482030291796
Bad Company,0.48210001892
Aaliyah,0.482276724889
Strata,0.48229883213
Tracy Chapman,0.482340951185
Pure Prairie League,0.482425620821
Dream Evil,0.482430622649
The Animals,0.482486802139
Claude Vonstroke,0.482612839428
Ugly Kid Joe,0.48263738478
Mandy Moore,0.482650294975
Los Fabulosos Cadillacs,0.482741620024
Dir en grey,0.482820806281
Deerhoof,0.482833696789
Mando Diao,0.4829595293505
The Gun Club,0.482978663624
Average White Band,0.483037326003
Danny Byrd,0.483157779479
The Soft Pack,0.4832111115
Damien Jurado,0.483352927297
Woods,0.483415889213
The Notwist,0.483470629698
Pet Shop Boys,0.483510462901
Shihad,0.483546975155
Poisonblack,0.483574938149
Exilia,0.483612127633
Bent,0.48383589848
Concretes,0.484124713374
The Concretes,0.484124713374
Datarock,0.48433739571
Todd Rundgren,0.484479771649
The Staple Singers,0.48449179603
Prong,0.484532717382
Daniel Balavoine,0.484539938011
Kansas,0.484566708419
Derek Webb,0.484673453727
Kurt Vile,0.484753787133
Taj Mahal,0.484800168862
Felix Da Housecat,0.484863876462
Teenage Bottlerocket,0.484978755611
Nerina Pallot,0.485002849067
Billy Idol,0.48510469657
Soulive,0.485124580576
Ajattara,0.485138325812
Karen O And The Kids,0.485265847143
65daysofstatic,0.485280414634
My Dying Bride,0.485309388229
Chromeo,0.485403744298
Prince & The Revolution,0.485444750548
Jazzanova / Paul Randolph,0.485446015481
Joy Williams,0.485495685149
Vic Chesnutt,0.485571535934
Isobel Campbell / Mark Lanegan,0.485737553015
Chick Corea;London Philharmonic Orchestra,0.485941971862
The Slits,0.485944192015
Kryptic Minds,0.485988109562
The Bad Plus,0.485999782659
John Hiatt,0.486072379666
the feelers,0.486442175311
Deer Tick,0.486448977278
Dominoe,0.486536690651
Eoghan Heaslip,0.486541929256
Arsis,0.48690246075
Squarepusher,0.486950473995
Threshold,0.486978137707
Indochine,0.487179611959
Astrud Gilberto with Stanley Turrentine,0.48719970594400003
Donnie McClurkin,0.487202994556
The Reign Of Kindo,0.487220644116
Guillemots,0.487288661175
Steve Lukather,0.487383677977
Secret Garden,0.487600756384
Brian Posehn,0.487737232071
Bleeding Through,0.48791271536
John Fahey,0.487913722108
Butthole Surfers,0.488019841686
Primal Scream,0.488099437934
Canibus,0.488192701973
DJ Krush,0.488252250013
Paul Oakenfold,0.488355435598
Otep,0.488409652314
Henrik Schwarz,0.488437321601
Astrud Gilberto,0.48848329358000003
38 Special,0.488516472575
The Penguins,0.488577388018
Nacha Pop,0.488615447068
Darren Styles,0.48868515863
Emil Bulls,0.48883355305
Capdown,0.488854128006
Big Country,0.488954707467
Ohrbooten,0.489189878515
The New Mastersounds,0.489293662823
Sun Ra,0.489308822669
Turbostaat,0.489387956769
Jimmy Needham,0.489425354035
Josh Ritter,0.489463884001
Texas,0.4894868771815
Death In Vegas,0.489595660702
The String Cheese Incident,0.489630459363
Markus Krunegård,0.489639686538
Jantje Smit,0.489676406
God Module,0.489782660014
The Dear Hunter,0.48983899891
Feadz,0.490012965047
Helmet,0.490079584183
Rory Gallagher,0.490098730917
Shawn Mullins,0.490206521726
Ismo Alanko,0.490265708445
Skank,0.490527560801
Good Riddance,0.490569819253
Japan,0.490583697776
Twiztid,0.490733207715
Blue October,0.490768668837
Hank Williams,0.49090220531
Itchy Poopzkid,0.490941962919
Audio Adrenaline,0.491015754358
The Young Republic,0.49114317742
Nappy Roots,0.491178590279
Gang Starr,0.491178953749
Blackmore's Night,0.49122687454
Jaga Jazzist,0.491298201646
Tahiti 80,0.491331743541
Nacho Vegas,0.491376077606
The Pharcyde,0.491468881637
Kråkesølv,0.491510871933
Windir,0.491561736658
Darude,0.49162845380433334
Lykke Li,0.491734201005
Billy Ray Cyrus,0.491813487855
James Horner;Rahat Nusrat Fateh Ali Khan,0.491828704353
Carly Simon,0.49185423830275
Cult Of Luna,0.491937817584
José González,0.491943390323
Mary Chapin Carpenter,0.492031682694
This Is Hell,0.492132220964
Erik Satie,0.492137773284
Mustasch,0.492224126286
Athlete,0.492318660411
Midtown,0.49234074338
Jan Hammer,0.492369457169
Jesper Kyd,0.492505041282
Telepathe,0.492603911617
Sia,0.492615362526
Default,0.492721953464
Postal Service,0.492726046067
The Clientele,0.492866769349
The Dave Brubeck Quartet,0.492955719605
James McMurtry,0.493116509191
James McMurtry And The Heartless Bastards,0.493116509191
Die Fantastischen Vier,0.49318524891366666
Plumb,0.493262454605
The Wonder Stuff,0.49327066228
Brand New Heavies_ The,0.49339787214
The Brand New Heavies,0.49339787214
Faith No More,0.493623373341
Del Shannon,0.493645254165
Paul Baloche,0.493656500366
Samsas Traum,0.493801798487
Swallow The Sun,0.493814429696
No Use For A Name,0.493844184337
Greg Laswell,0.493867712758
Pavement,0.493950113329
Anais Mitchell [feat. Greg Brown],0.494068211844
Trivium,0.494206855302
Philipp Poisel,0.494213246227
John Frusciante,0.494232904393
Dead Or Alive,0.494344669001
Kyle Andrews,0.494493945915
Jenni Vartiainen,0.494591965906
Lady Sovereign,0.494678061178
XTC,0.4948290876202
Jake Shimabukuro,0.49484571483
Puff Daddy & The Family,0.495077171262
Funker Vogt,0.495091227863
Nick Drake,0.495138237881
Clinic,0.495161560615
Sidonie,0.49519619173900004
Lightning Bolt,0.495207439647
Immolation,0.495292165865
Zombie Nation,0.495351645645
Building 429,0.495351792662
David Holmes,0.495461494416
Peter_ Paul and Mary,0.49551343178
Sefyu,0.495580837133
Easy Star All-Stars,0.495729358946
Die! Die! Die!,0.495831814777
Ida Maria,0.495927039987
The Young Gods,0.495983517178
Metronomy,0.496020315945
SFDK,0.496031917281
Jonny Greenwood,0.496361080249
Hall & Oates,0.496381145682
Hall And Oates,0.496381145682
Daryl Hall & John Oates,0.496381145682
Madness,0.496448516493
Big Star,0.496508118721
Tone Damli Aaberge,0.496562620142
Descendents,0.496622678107
Belinda Carlisle,0.496664741688
Ginuwine,0.496705942843
L.S.G.,0.49673461576
SOiL,0.496738002574
Kotiteollisuus,0.496748655694
K.I.Z.,0.496783014755
Luciano Pavarotti,0.496955004534
Sly & The Family Stone,0.4970150998546667
Passion Pit,0.497023520673
The Stooges,0.497050958692
Ulver,0.497080591897
Bethany Dillon,0.497116595503
Fuck Buttons,0.49729742316
Shy'm,0.497298103173
David Byrne,0.497310427059
Destiny's Child featuring Wyclef Jean,0.497417807383
Roxy Music,0.497499394419
Samael,0.49752784567
Zbigniew Preisner,0.497544085149
Martha Wainwright,0.497568734282
Darkseed,0.497678401884
Ronnie Milsap,0.497690506998
Mystery Jets,0.49783370522
Dub Incorporation,0.497976231314
Toxic Holocaust,0.498205258684
The Verve Pipe,0.49839533835
Frankmusik,0.498434099963
Delerium,0.498471038842
Delerium feat. Sarah McLachlan,0.498471038842
The Velvet Underground,0.498497972686
Scarve,0.498603674859
Hombres G,0.498632730276
Despistaos,0.498655284481
Tanya Tucker,0.4987497729555
EZ Rollers,0.498770072986
Fightstar,0.4990072799765
Morphine,0.499046876283
Jane Monheit,0.499298211006
Lou Reed,0.49944763850466667
The Band,0.499462810569
Lali Puna,0.49954771683
Machinae Supremacy,0.499630540844
Yo La Tengo,0.499761059939
Onra,0.499772221145
Black Label Society,0.49980650182066666
Moonspell,0.49982631354
From First to Last,0.499864770054
Aura,0.499934095947
Margot & The Nuclear So And So's,0.500026932531
The Last Goodnight,0.5000442071
Mobb Deep featuring Ty Knitty and Gambino,0.500119335075
Mobb Deep,0.500119335075
Lil Wyte,0.500215400192
Amon Tobin,0.500247342357
Secret Machines,0.500355750382
Guardian,0.500419019123
Dusty Springfield,0.50042382202
Ashley Tisdale,0.500454597989
Macy Gray / Romika,0.500485977711
DESTRUCTION,0.500497208912
Eric Prydz,0.500514355913
People'S Choice,0.500590452108
Patrick Wolf,0.500661348389
Chris Rea,0.500691340913
Lalah Hathaway,0.500719884257
Olli Banjo,0.500845244875
Malevolent Creation,0.500946156449
Thin Lizzy,0.5009785700125
Sonicflood,0.501016619226
Percy Sledge,0.501052749368
Dishwalla,0.501135552952
Craig Morgan,0.50118511952
Necrophagist,0.501198518419
Blitzen Trapper,0.501206576431
Trey Anastasio,0.501215643451
Teddy Geiger,0.501249201801
Andres Calamaro,0.501269632487
Alexandra Burke,0.501405492644
Will Downing,0.501423181052
Steely Dan,0.501464690304
Medeski_ Martin & Wood,0.501516877819
Grand Funk Railroad,0.501597042323
Jack Ingram,0.501600539485
Guano Apes,0.501627258435
Masterplan,0.501798847985
Soulwax,0.501825943654
Creedence Clearwater Revival,0.50185601455
André Rieu,0.501907736047
Nickel Creek,0.501924954676
Melanie Thornton,0.501971293248
Vetiver,0.502230977638
The Whitest Boy Alive,0.502305125477
The Felice Brothers,0.502540757259
Steve Earle,0.502647485221
St. Vincent,0.502835800245
Turisas,0.502848779216
Steel Pulse,0.502974636418
Steel Pulse feat. Capleton,0.502974636418
Bolt Thrower,0.503015113472
Transplants,0.5030909581413334
Hot Chocolate,0.503125762827
Me First And The Gimme Gimmes,0.503136873154
Rickie Lee Jones,0.503151605985
Three Dog Night,0.503212418984
John Tesh,0.503279026342
Art Of Noise,0.503294845979
Maximo Park,0.503304271126
Cole Porter,0.503307284006
Simple Minds,0.503362447997
Mushroomhead,0.50341527698
Ocean Colour Scene,0.503498612143
Heather Headley,0.503606427668
Vince Gill,0.503733252798
Yann Tiersen,0.503801765098
The Wombats,0.503857543725
CANDLEMASS,0.503894162323
JOHN COLTRANE,0.5039258103463333
Demetri Martin,0.503979256946
Jamie T,0.504046372057
10 Years,0.504098694987
Commodores,0.504114014884
The Commodores,0.504114014884
Cold Cave,0.504147670739
Stray Cats,0.504149629495
Dark Funeral,0.504254960057
Gladys Knight & The Pips,0.504294609489
Agnostic Front,0.504307725982
Van She,0.504425726675
Megaherz,0.504440186617
Borknagar,0.504463368397
The Duke Spirit,0.504579289444
Jay Reatard,0.504769305594
Bikini Kill,0.504782873991
Phil Vassar,0.504855154444
Patti Smith,0.504964405987
Warbringer,0.504973560021
He Is Legend,0.505012391947
Architecture In Helsinki,0.505181615869
Aventura,0.5052454668613333
Vanessa Da Mata,0.505530735615
Grace Jones,0.505572245334
Albert Hammond Jr,0.505604785489
The Polyphonic Spree,0.505778965535
Los Straitjackets,0.505829936447
Moloko,0.505942113081
Jamaram feat. Komlan & Bouchkour - Dub Inc.,0.505949248467
Charles De Goal,0.506136558433
DUNCAN SHEIK,0.506234722469
Duncan Sheik featuring Holly Brook,0.506234722469
Maria Rita,0.506494076005
Egotronic,0.506679549852
E-Type,0.50676949053
Bury Your Dead,0.506804744418
Mike Oldfield,0.506874690357
Michael Bolton,0.506889475578
Huey Lewis And The News,0.507167667871
Fireflight,0.507235312348
Savatage,0.507330127982
Maija Vilkkumaa,0.507364635404
Rick Astley,0.507464243115
Wax Poetic,0.507481468339
Thelonious Monk Septet,0.507508492346
Thelonious Monk,0.507508492346
Spoken,0.50753248552
Eros Ramazzotti,0.507602215697
Candlebox,0.507625007837
Alison Moyet,0.507702799037
The Album Leaf,0.507749919594
Natalie Cole,0.507781667405
Porcupine Tree,0.507965802159
Lloyd Cole,0.508014651495
Crazy Town,0.508306726682
Harry Belafonte,0.508376104749
Killing Joke,0.508528814452
Azam Ali,0.508548653814
Tata Bojs,0.508635724031
Everclear,0.508678128871
Steve Miller Band,0.508700887751
Francesco De Gregori,0.508715155492
Wintersleep,0.508775301116
Impaled Nazarene,0.508807733945
Boyzone,0.508863749533
The Juliana Theory,0.508887777996
Aaron Neville,0.508937606365
Cherish,0.509016566909
Josh Rouse,0.509058250572
Seventh Day Slumber,0.509243098679
John Prine,0.509344793379
Andrew W.K.,0.509456000853
P. Diddy,0.509573433182
GRANDADDY,0.509624979386
Perry Como,0.5097176402356667
Japandroids,0.509813909664
Millencolin,0.509833208839
Sister Hazel,0.509878707853
Codes In The Clouds,0.509896366037
ATB,0.5099365249969999
Overkill,0.510049909309
311,0.510220054322
Simon & Garfunkel,0.510324986101
Esbjörn Svensson Trio,0.510371679702
Pat Benatar,0.510394387818
Ministry,0.510394724951
Thom Yorke,0.510395208396
U.S.D.A.,0.510452592172
Skunk Anansie,0.510466768862
Kenny Loggins,0.510486726688
The Matches,0.510545079494
Ween,0.510606065299
Isaac Delgado,0.510633153507
Ferry Corsten,0.510687057214
Neko Case,0.510687327385
Vanessa Williams,0.510995497619
Lighter Shade of Brown,0.511010198854
G. Love,0.511075527922
Dzem,0.511173698275
Incognito,0.51122068147
The Dirty Projectors,0.511370534473
Dirty Projectors,0.511370534473
Roger Waters,0.511470951558
The Automatic,0.511482719374
Digital Underground,0.51148628336
Teenage Fanclub,0.511526435079
Rainbow,0.511546183775
Primus,0.511586704906
Caribou (formerly Dan Snaith's Manitoba),0.511597533281
Caribou,0.511597533281
Lucio Battisti,0.511662106594
Warren G,0.511683015525
Zen Café,0.511693420787
Zen Cafe,0.511693420787
ASP,0.511889241153
Dying Fetus,0.511975832943
Head Automatica,0.512004467544
JET,0.512154097939
Lyrics Born,0.512197243011
Joy Electric,0.512217399715
BT,0.512226738318
Pennywise,0.512229189391
Todd Agnew,0.512305402548
Buddy Holly,0.512312380865
All Saints,0.512328858933
Audioslave,0.512438972179
David Banner,0.512455642577
Antony & The Johnsons,0.512521419206
Antony And The Johnsons,0.512521419206
The Futureheads,0.512615129412
Rogue Wave,0.51265913132
Atheist,0.512763914058
Carlos Baute,0.51281210294
Syd Barrett,0.512926302099
The Thermals,0.51296292897
Within Temptation,0.513001525378
The Charlie Daniels Band,0.5130150798796667
De La Soul / Yummy,0.513065654505
Steve Jablonsky,0.513087221423
The Corrs,0.513196187359
Charles Mingus,0.513311575835
The Radio Dept.,0.513339195848
Tesla,0.513463289702
Adie,0.513484749158
Apoptygma Berzerk,0.513485925474
Madrugada,0.5137096073077501
112 / Super Cat,0.513740405714
Billy Ocean,0.513827295749
Rosanne Cash,0.513897736047
Caesars,0.51405677357
Gyptian,0.514206403185
John Michael Montgomery,0.514216980853
Charlie Parker,0.514318722193
Over The Rhine,0.514346228747
Eurythmics,0.514380374398
Foals,0.514522578266
Patty Griffin,0.514523378441
Jethro Tull,0.514549710541
Dwight Yoakam,0.514569362664
Stars,0.514574213138
Snider_ Todd,0.514612343648
Todd Snider,0.514612343648
The Supremes,0.514645040732
Steve Jablonski,0.514662530145
Carole King,0.5147352157348001
Eva Cassidy,0.514762275057
Kirk Whalum,0.514980679622
Adema,0.515051317558
Booka Shade,0.515081700303
Cross Canadian Ragweed,0.515177401196
Echo & The Bunnymen,0.515242661268
Sean Lennon,0.51524695631
The Vandals,0.515313766483
Patrick Watson,0.515416407437
Caedmon's Call,0.51547114415
Third Eye Blind,0.515575852558
The Adicts,0.515688981481
Prinz Pi,0.51599897978
Charlotte Sometimes,0.516086162319
Suffocation,0.516193382763
Kittie,0.516196428133
Marcy Playground,0.516341908346
Does It Offend You_ Yeah?,0.516427334975
The Rapture,0.516535179673
Soft Cell,0.516571320903
Darryl Worley,0.516764030267
Modern Talking,0.516769838811
Roots Manuva,0.51686296919
Lagwagon,0.5170887937790001
Monster Magnet,0.517170480632
The Ataris,0.517328583566
Sade,0.517342285953
Ludovico Einaudi,0.517412733542
B.B. King,0.517415500238
The Smiths,0.517543051665
Blue Foundation,0.517721371004
Bright Eyes,0.517772074606
Cat Power & the Memphis Rhythm Band,0.517866320087
Cat Power,0.517866320087
Toots & The Maytals,0.51799022136
Pretty Ricky,0.518170435953
Husker Du,0.518314166387
Underworld,0.518324480349
Eddie Money,0.518371605962
Valencia,0.518529948427
Bonobo feat.  Bajka,0.518625520997
Donna Summer,0.51876584519
Patti LaBelle,0.51880344197
Smokie,0.518877554206
Nada Surf,0.519037621884
Saxon,0.519048155357
Counterstrike,0.519097838827
Caetano Veloso,0.519099318166
Willie Colon,0.519120079762
Blackfield,0.519300283843
Sharon Jones & The Dap-Kings,0.519508721029
Big & Rich,0.519512931831
Toro Y Moi,0.519538543399
Jah Cure & Jah Mason,0.519636855546
The Mountain Goats,0.520010994102
Nitty Gritty Dirt Band,0.520056817822
Yung Joc feat Trick Daddy_ Block & Jazze Pha,0.520075462507
The Derek Trucks Band,0.520184923642
T.Rex,0.520312854929
Still Remains,0.520327784321
Rachael Yamagata,0.520462950926
KRS-One,0.52048957098
KRS-One featuring Basta Rhymes,0.52048957098
Something Corporate,0.520568970244
Mavado,0.520784106942
Digitalism,0.520958557741
New Order,0.5210398599652499
Van Morrison,0.521188105725
Pain of Salvation,0.521275882557
Reckless Kelly,0.521303752303
Super Furry Animals,0.5213509108535
Jake Owen,0.521398442863
Mark Lanegan,0.521627142331
Stevie Nicks,0.52177694576
The Jacksons,0.521849850096
Mad Caddies,0.522153384117
Major Lazer / Mr. Evil / Mapei,0.522251910392
the bird and the bee,0.522277891785
Spineshank,0.522285630303
God Forbid,0.522546595561
Sarah McLachlan,0.522590725091
Chris Isaak,0.522596777346
Luther Vandross,0.522665045269
Kardinal Offishall,0.522822342056
Lyle Lovett,0.522837068077
Vanessa-Mae,0.523121381738
Alabama,0.523497716068
Lincoln Brewster,0.523550597771
Shawn McDonald,0.523624140905
Natalie Imbruglia,0.523788766559
Tina Turner,0.523845491393
Mark Knopfler,0.524019557955
Jeff Beck,0.524053059151
John Denver,0.524055767365
Héroes del Silencio,0.524063332776
Lisa Loeb,0.524158933138
Lisa Loeb & Nine Stories,0.524158933138
Frank Sinatra,0.5241745248946666
Yazoo,0.524203446546
Violadores del Verso,0.524275367928
Gallows,0.524353437677
Anti-Flag,0.524378987515
Hootie And The Blowfish,0.524379391323
The Pretty Things,0.524401504719
Watain,0.524410846686
Annihilator,0.524428336239
The Presets,0.524449470713
Jason Michael Carroll,0.524467224072
The O.C. Supertones,0.524654031981
The Wedding Present,0.524713543497
The Monkees,0.524739341733
Richard Ashcroft,0.524748637784
Built To Spill,0.524859203619
Efterklang,0.524882989423
Diam's - DV Alias Krhist,0.524896085128
Sage Francis,0.524949698458
Robin Williams,0.525048981166
Mayer Hawthorne,0.525097914857
Jadakiss,0.525101180239
Jadakiss / Ne-Yo,0.525101180239
Turin Brakes,0.525277574039
Rookie Of The Year,0.525326672784
